year,month,day,hour,Quarter,Days_since_start,Overturning_Strength
2009,5,18,12,2,1873.5,13.457606
2009,5,19,0,2,1874,12.913189
2009,5,19,12,2,1874.5,12.506085
2009,5,20,0,2,1875,12.255472
2009,5,20,12,2,1875.5,12.16992
2009,5,21,0,2,1876,12.246541
2009,5,21,12,2,1876.5,12.471148
2009,5,22,0,2,1877,12.819404
2009,5,22,12,2,1877.5,13.258858
2009,5,23,0,2,1878,13.751666
2009,5,23,12,2,1878.5,14.257714
2009,5,24,0,2,1879,14.737855
2009,5,24,12,2,1879.5,15.15694
2009,5,25,0,2,1880,15.486377
2009,5,25,12,2,1880.5,15.706005
2009,5,26,0,2,1881,15.805156
2009,5,26,12,2,1881.5,15.782869
2009,5,27,0,2,1882,15.647309
2009,5,27,12,2,1882.5,15.414499
2009,5,28,0,2,1883,15.10657
2009,5,28,12,2,1883.5,14.749702
2009,5,29,0,2,1884,14.371975
2009,5,29,12,2,1884.5,14.001313
2009,5,30,0,2,1885,13.66366
2009,5,30,12,2,1885.5,13.381491
2009,5,31,0,2,1886,13.172709
2009,5,31,12,2,1886.5,13.049949
2009,6,1,0,2,1887,13.020265
2009,6,1,12,2,1887.5,13.085161
2009,6,2,0,2,1888,13.240909
2009,6,2,12,2,1888.5,13.479112
2009,6,3,0,2,1889,13.787435
2009,6,3,12,2,1889.5,14.150466
2009,6,4,0,2,1890,14.55065
2009,6,4,12,2,1890.5,14.96925
2009,6,5,0,2,1891,15.387297
2009,6,5,12,2,1891.5,15.786495
2009,6,6,0,2,1892,16.150038
2009,6,6,12,2,1892.5,16.463311
2009,6,7,0,2,1893,16.714465
2009,6,7,12,2,1893.5,16.894813
2009,6,8,0,2,1894,16.999078
2009,6,8,12,2,1894.5,17.025446
2009,6,9,0,2,1895,16.975455
2009,6,9,12,2,1895.5,16.853727
2009,6,10,0,2,1896,16.667554
2009,6,10,12,2,1896.5,16.426388
2009,6,11,0,2,1897,16.141247
2009,6,11,12,2,1897.5,15.824108
2009,6,12,0,2,1898,15.487297
2009,6,12,12,2,1898.5,15.142926
2009,6,13,0,2,1899,14.802397
2009,6,13,12,2,1899.5,14.475986
2009,6,14,0,2,1900,14.172494
2009,6,14,12,2,1900.5,13.89896
2009,6,15,0,2,1901,13.660417
2009,6,15,12,2,1901.5,13.459679
2009,6,16,0,2,1902,13.297146
2009,6,16,12,2,1902.5,13.170667
2009,6,17,0,2,1903,13.075477
2009,6,17,12,2,1903.5,13.004264
2009,6,18,0,2,1904,12.947435
2009,6,18,12,2,1904.5,12.893604
2009,6,19,0,2,1905,12.830344
2009,6,19,12,2,1905.5,12.745175
2009,6,20,0,2,1906,12.62673
2009,6,20,12,2,1906.5,12.465997
2009,6,21,0,2,1907,12.25751
2009,6,21,12,2,1907.5,12.000326
2009,6,22,0,2,1908,11.698665
2009,6,22,12,2,1908.5,11.36208
2009,6,23,0,2,1909,11.005103
2009,6,23,12,2,1909.5,10.64635
2009,6,24,0,2,1910,10.307153
2009,6,24,12,2,1910.5,10.009824
2009,6,25,0,2,1911,9.775728
2009,6,25,12,2,1911.5,9.6233564
2009,6,26,0,2,1912,9.5665948
2009,6,26,12,2,1912.5,9.6133745
2009,6,27,0,2,1913,9.7648425
2009,6,27,12,2,1913.5,10.015133
2009,6,28,0,2,1914,10.351763
2009,6,28,12,2,1914.5,10.756593
2009,6,29,0,2,1915,11.207269
2009,6,29,12,2,1915.5,11.678971
2009,6,30,0,2,1916,12.146316
2009,6,30,12,2,1916.5,12.585221
2009,7,1,0,3,1917,12.974569
2009,7,1,12,3,1917.5,13.297538
2009,7,2,0,3,1918,13.542487
2009,7,2,12,3,1918.5,13.703368
2009,7,3,0,3,1919,13.779649
2009,7,3,12,3,1919.5,13.775815
2009,7,4,0,3,1920,13.700527
2009,7,4,12,3,1920.5,13.565557
2009,7,5,0,3,1921,13.384644
2009,7,5,12,3,1921.5,13.172373
2009,7,6,0,3,1922,12.94321
2009,7,6,12,3,1922.5,12.710752
2009,7,7,0,3,1923,12.487242
2009,7,7,12,3,1923.5,12.28335
2009,7,8,0,3,1924,12.108184
2009,7,8,12,3,1924.5,11.969485
2009,7,9,0,3,1925,11.873917
2009,7,9,12,3,1925.5,11.827397
2009,7,10,0,3,1926,11.835364
2009,7,10,12,3,1926.5,11.902962
2009,7,11,0,3,1927,12.035066
2009,7,11,12,3,1927.5,12.236162
2009,7,12,0,3,1928,12.510065
2009,7,12,12,3,1928.5,12.859514
2009,7,13,0,3,1929,13.285685
2009,7,13,12,3,1929.5,13.787675
2009,7,14,0,3,1930,14.362012
2009,7,14,12,3,1930.5,15.002256
2009,7,15,0,3,1931,15.69875
2009,7,15,12,3,1931.5,16.438564
2009,7,16,0,3,1932,17.205682
2009,7,16,12,3,1932.5,17.981445
2009,7,17,0,3,1933,18.74526
2009,7,17,12,3,1933.5,19.475553
2009,7,18,0,3,1934,20.150903
2009,7,18,12,3,1934.5,20.751303
2009,7,19,0,3,1935,21.259428
2009,7,19,12,3,1935.5,21.661816
2009,7,20,0,3,1936,21.949852
2009,7,20,12,3,1936.5,22.120459
2009,7,21,0,3,1937,22.176429
2009,7,21,12,3,1937.5,22.126362
2009,7,22,0,3,1938,21.984206
2009,7,22,12,3,1938.5,21.768444
2009,7,23,0,3,1939,21.50099
2009,7,23,12,3,1939.5,21.205884
2009,7,24,0,3,1940,20.907891
2009,7,24,12,3,1940.5,20.631094
2009,7,25,0,3,1941,20.397576
2009,7,25,12,3,1941.5,20.226255
2009,7,26,0,3,1942,20.131934
2009,7,26,12,3,1942.5,20.12459
2009,7,27,0,3,1943,20.208927
2009,7,27,12,3,1943.5,20.384192
2009,7,28,0,3,1944,20.64426
2009,7,28,12,3,1944.5,20.977977
2009,7,29,0,3,1945,21.369731
2009,7,29,12,3,1945.5,21.800244
2009,7,30,0,3,1946,22.24754
2009,7,30,12,3,1946.5,22.68805
2009,7,31,0,3,1947,23.097809
2009,7,31,12,3,1947.5,23.453676
2009,8,1,0,3,1948,23.734527
2009,8,1,12,3,1948.5,23.922354
2009,8,2,0,3,1949,24.003214
2009,8,2,12,3,1949.5,23.967971
2009,8,3,0,3,1950,23.8128
2009,8,3,12,3,1950.5,23.539411
2009,8,4,0,3,1951,23.154991
2009,8,4,12,3,1951.5,22.671855
2009,8,5,0,3,1952,22.106805
2009,8,5,12,3,1952.5,21.480232
2009,8,6,0,3,1953,20.814978
2009,8,6,12,3,1953.5,20.135018
2009,8,7,0,3,1954,19.464026
2009,8,7,12,3,1954.5,18.823909
2009,8,8,0,3,1955,18.233434
2009,8,8,12,3,1955.5,17.70705
2009,8,9,0,3,1956,17.254032
2009,8,9,12,3,1956.5,16.878054
2009,8,10,0,3,1957,16.577246
2009,8,10,12,3,1957.5,16.344782
2009,8,11,0,3,1958,16.169941
2009,8,11,12,3,1958.5,16.039565
2009,8,12,0,3,1959,15.939758
2009,8,12,12,3,1959.5,15.857631
2009,8,13,0,3,1960,15.782906
2009,8,13,12,3,1960.5,15.709157
2009,8,14,0,3,1961,15.634547
2009,8,14,12,3,1961.5,15.561947
2009,8,15,0,3,1962,15.498411
2009,8,15,12,3,1962.5,15.454064
2009,8,16,0,3,1963,15.440529
2009,8,16,12,3,1963.5,15.469081
2009,8,17,0,3,1964,15.548764
2009,8,17,12,3,1964.5,15.684695
2009,8,18,0,3,1965,15.876784
2009,8,18,12,3,1965.5,16.119027
2009,8,19,0,3,1966,16.39947
2009,8,19,12,3,1966.5,16.700866
2009,8,20,0,3,1967,17.001953
2009,8,20,12,3,1967.5,17.279205
2009,8,21,0,3,1968,17.508887
2009,8,21,12,3,1968.5,17.669171
2009,8,22,0,3,1969,17.742119
2009,8,22,12,3,1969.5,17.71531
2009,8,23,0,3,1970,17.582991
2009,8,23,12,3,1970.5,17.346622
2009,8,24,0,3,1971,17.014805
2009,8,24,12,3,1971.5,16.602589
2009,8,25,0,3,1972,16.130244
2009,8,25,12,3,1972.5,15.62161
2009,8,26,0,3,1973,15.102176
2009,8,26,12,3,1973.5,14.59707
2009,8,27,0,3,1974,14.129143
2009,8,27,12,3,1974.5,13.717303
2009,8,28,0,3,1975,13.37527
2009,8,28,12,3,1975.5,13.110831
2009,8,29,0,3,1976,12.92566
2009,8,29,12,3,1976.5,12.815681
2009,8,30,0,3,1977,12.77192
2009,8,30,12,3,1977.5,12.781718
2009,8,31,0,3,1978,12.830156
2009,8,31,12,3,1978.5,12.901542
2009,9,1,0,3,1979,12.980777
2009,9,1,12,3,1979.5,13.054485
2009,9,2,0,3,1980,13.111804
2009,9,2,12,3,1980.5,13.144787
2009,9,3,0,3,1981,13.148425
2009,9,3,12,3,1981.5,13.120345
2009,9,4,0,3,1982,13.060262
2009,9,4,12,3,1982.5,12.969312
2009,9,5,0,3,1983,12.849376
2009,9,5,12,3,1983.5,12.702514
2009,9,6,0,3,1984,12.530585
2009,9,6,12,3,1984.5,12.335114
2009,9,7,0,3,1985,12.117391
2009,9,7,12,3,1985.5,11.878779
2009,9,8,0,3,1986,11.621151
2009,9,8,12,3,1986.5,11.347349
2009,9,9,0,3,1987,11.061569
2009,9,9,12,3,1987.5,10.769592
2009,9,10,0,3,1988,10.47876
2009,9,10,12,3,1988.5,10.197718
2009,9,11,0,3,1989,9.9358979
2009,9,11,12,3,1989.5,9.7028252
2009,9,12,0,3,1990,9.507322
2009,9,12,12,3,1990.5,9.3567225
2009,9,13,0,3,1991,9.2562063
2009,9,13,12,3,1991.5,9.2083466
2009,9,14,0,3,1992,9.2129408
2009,9,14,12,3,1992.5,9.2671526
2009,9,15,0,3,1993,9.3659455
2009,9,15,12,3,1993.5,9.50275
2009,9,16,0,3,1994,9.6702636
2009,9,16,12,3,1994.5,9.8612681
2009,9,17,0,3,1995,10.06934
2009,9,17,12,3,1995.5,10.289346
2009,9,18,0,3,1996,10.517653
2009,9,18,12,3,1996.5,10.752021
2009,9,19,0,3,1997,10.991197
2009,9,19,12,3,1997.5,11.234292
2009,9,20,0,3,1998,11.480035
2009,9,20,12,3,1998.5,11.726046
2009,9,21,0,3,1999,11.968239
2009,9,21,12,3,1999.5,12.200485
2009,9,22,0,3,2000,12.414599
2009,9,22,12,3,2000.5,12.600677
2009,9,23,0,3,2001,12.747781
2009,9,23,12,3,2001.5,12.844887
2009,9,24,0,3,2002,12.882013
2009,9,24,12,3,2002.5,12.851395
2009,9,25,0,3,2003,12.748584
2009,9,25,12,3,2003.5,12.573321
2009,9,26,0,3,2004,12.33011
2009,9,26,12,3,2004.5,12.028373
2009,9,27,0,3,2005,11.682187
2009,9,27,12,3,2005.5,11.30958
2009,9,28,0,3,2006,10.931449
2009,9,28,12,3,2006.5,10.57019
2009,9,29,0,3,2007,10.248174
2009,9,29,12,3,2007.5,9.9861869
2009,9,30,0,3,2008,9.8020159
2009,9,30,12,3,2008.5,9.7092734
2009,10,1,0,4,2009,9.7165852
2009,10,1,12,4,2009.5,9.8271895
2009,10,2,0,4,2010,10.038966
2009,10,2,12,4,2010.5,10.344864
2009,10,3,0,4,2011,10.733668
2009,10,3,12,4,2011.5,11.190987
2009,10,4,0,4,2012,11.700375
2009,10,4,12,4,2012.5,12.244447
2009,10,5,0,4,2013,12.805896
2009,10,5,12,4,2013.5,13.368316
2009,10,6,0,4,2014,13.916796
2009,10,6,12,4,2014.5,14.438244
2009,10,7,0,4,2015,14.92148
2009,10,7,12,4,2015.5,15.357118
2009,10,8,0,4,2016,15.737319
2009,10,8,12,4,2016.5,16.05548
2009,10,9,0,4,2017,16.305934
2009,10,9,12,4,2017.5,16.483735
2009,10,10,0,4,2018,16.584574
2009,10,10,12,4,2018.5,16.604856
2009,10,11,0,4,2019,16.54193
2009,10,11,12,4,2019.5,16.394468
2009,10,12,0,4,2020,16.162924
2009,10,12,12,4,2020.5,15.85003
2009,10,13,0,4,2021,15.461257
2009,10,13,12,4,2021.5,15.005191
2009,10,14,0,4,2022,14.493759
2009,10,14,12,4,2022.5,13.942283
2009,10,15,0,4,2023,13.369311
2009,10,15,12,4,2023.5,12.796218
2009,10,16,0,4,2024,12.246542
2009,10,16,12,4,2024.5,11.74507
2009,10,17,0,4,2025,11.316656
2009,10,17,12,4,2025.5,10.984834
2009,10,18,0,4,2026,10.770273
2009,10,18,12,4,2026.5,10.689194
2009,10,19,0,4,2027,10.751868
2009,10,19,12,4,2027.5,10.961372
2009,10,20,0,4,2028,11.312744
2009,10,20,12,4,2028.5,11.792685
2009,10,21,0,4,2029,12.379895
2009,10,21,12,4,2029.5,13.046076
2009,10,22,0,4,2030,13.757573
2009,10,22,12,4,2030.5,14.477519
2009,10,23,0,4,2031,15.16833
2009,10,23,12,4,2031.5,15.794314
2009,10,24,0,4,2032,16.324158
2009,10,24,12,4,2032.5,16.733068
2009,10,25,0,4,2033,17.004341
2009,10,25,12,4,2033.5,17.130268
2009,10,26,0,4,2034,17.112276
2009,10,26,12,4,2034.5,16.960342
2009,10,27,0,4,2035,16.691773
2009,10,27,12,4,2035.5,16.329509
2009,10,28,0,4,2036,15.900156
2009,10,28,12,4,2036.5,15.431966
2009,10,29,0,4,2037,14.952967
2009,10,29,12,4,2037.5,14.489427
2009,10,30,0,4,2038,14.064755
2009,10,30,12,4,2038.5,13.698886
2009,10,31,0,4,2039,13.408131
2009,10,31,12,4,2039.5,13.205357
2009,11,1,0,4,2040,13.100373
2009,11,1,12,4,2040.5,13.10032
2009,11,2,0,4,2041,13.209887
2009,11,2,12,4,2041.5,13.431216
2009,11,3,0,4,2042,13.763425
2009,11,3,12,4,2042.5,14.201779
2009,11,4,0,4,2043,14.736618
2009,11,4,12,4,2043.5,15.352242
2009,11,5,0,4,2044,16.026022
2009,11,5,12,4,2044.5,16.727994
2009,11,6,0,4,2045,17.421169
2009,11,6,12,4,2045.5,18.062742
2009,11,7,0,4,2046,18.606227
2009,11,7,12,4,2046.5,19.004454
2009,11,8,0,4,2047,19.21322
2009,11,8,12,4,2047.5,19.195254
2009,11,9,0,4,2048,18.924107
2009,11,9,12,4,2048.5,18.387507
2009,11,10,0,4,2049,17.589783
2009,11,10,12,4,2049.5,16.552985
2009,11,11,0,4,2050,15.31652
2009,11,11,12,4,2050.5,13.935202
2009,11,12,0,4,2051,12.475854
2009,11,12,12,4,2051.5,11.012719
2009,11,13,0,4,2052,9.6220743
2009,11,13,12,4,2052.5,8.3765632
2009,11,14,0,4,2053,7.3397474
2009,11,14,12,4,2053.5,6.5613937
2009,11,15,0,4,2054,6.0739132
2009,11,15,12,4,2054.5,5.8902535
2009,11,16,0,4,2055,6.0033904
2009,11,16,12,4,2055.5,6.3874101
2009,11,17,0,4,2056,7.0000189
2009,11,17,12,4,2056.5,7.7861991
2009,11,18,0,4,2057,8.6826474
2009,11,18,12,4,2057.5,9.6225935
2009,11,19,0,4,2058,10.540606
2009,11,19,12,4,2058.5,11.377033
2009,11,20,0,4,2059,12.081802
2009,11,20,12,4,2059.5,12.617364
2009,11,21,0,4,2060,12.96068
2009,11,21,12,4,2060.5,13.104188
2009,11,22,0,4,2061,13.055776
2009,11,22,12,4,2061.5,12.837808
2009,11,23,0,4,2062,12.485301
2009,11,23,12,4,2062.5,12.043371
2009,11,24,0,4,2063,11.564076
2009,11,24,12,4,2063.5,11.102815
2009,11,25,0,4,2064,10.71448
2009,11,25,12,4,2064.5,10.449546
2009,11,26,0,4,2065,10.350343
2009,11,26,12,4,2065.5,10.447752
2009,11,27,0,4,2066,10.75857
2009,11,27,12,4,2066.5,11.283772
2009,11,28,0,4,2067,12.007858
2009,11,28,12,4,2067.5,12.899405
2009,11,29,0,4,2068,13.912864
2009,11,29,12,4,2068.5,14.991528
2009,11,30,0,4,2069,16.071497
2009,11,30,12,4,2069.5,17.086365
2009,12,1,0,4,2070,17.972269
2009,12,1,12,4,2070.5,18.6729
2009,12,2,0,4,2071,19.144039
2009,12,2,12,4,2071.5,19.357238
2009,12,3,0,4,2072,19.302295
2009,12,3,12,4,2072.5,18.988299
2009,12,4,0,4,2073,18.443122
2009,12,4,12,4,2073.5,17.711385
2009,12,5,0,4,2074,16.85104
2009,12,5,12,4,2074.5,15.928857
2009,12,6,0,4,2075,15.015182
2009,12,6,12,4,2075.5,14.178404
2009,12,7,0,4,2076,13.479583
2009,12,7,12,4,2076.5,12.967685
2009,12,8,0,4,2077,12.675792
2009,12,8,12,4,2077.5,12.618567
2009,12,9,0,4,2078,12.79116
2009,12,9,12,4,2078.5,13.169599
2009,12,10,0,4,2079,13.712593
2009,12,10,12,4,2079.5,14.364583
2009,12,11,0,4,2080,15.059781
2009,12,11,12,4,2080.5,15.726857
2009,12,12,0,4,2081,16.293953
2009,12,12,12,4,2081.5,16.693633
2009,12,13,0,4,2082,16.867454
2009,12,13,12,4,2082.5,16.769848
2009,12,14,0,4,2083,16.371081
2009,12,14,12,4,2083.5,15.659125
2009,12,15,0,4,2084,14.640351
2009,12,15,12,4,2084.5,13.339047
2009,12,16,0,4,2085,11.795833
2009,12,16,12,4,2085.5,10.065112
2009,12,17,0,4,2086,8.2117725
2009,12,17,12,4,2086.5,6.3073577
2009,12,18,0,4,2087,4.4259768
2009,12,18,12,4,2087.5,2.6401986
2009,12,19,0,4,2088,1.0171752
2009,12,19,12,4,2088.5,-0.38478896
2009,12,20,0,4,2089,-1.5190449
2009,12,20,12,4,2089.5,-2.3526382
2009,12,21,0,4,2090,-2.8674856
2009,12,21,12,4,2090.5,-3.0606424
2009,12,22,0,4,2091,-2.9436701
2009,12,22,12,4,2091.5,-2.5411757
2009,12,23,0,4,2092,-1.8886484
2009,12,23,12,4,2092.5,-1.0297781
2009,12,24,0,4,2093,-0.013474314
2009,12,24,12,4,2093.5,1.1091732
2009,12,25,0,4,2094,2.2877537
2009,12,25,12,4,2094.5,3.475009
2009,12,26,0,4,2095,4.6287656
2009,12,26,12,4,2095.5,5.7132423
2009,12,27,0,4,2096,6.6997246
2009,12,27,12,4,2096.5,7.566668
2009,12,28,0,4,2097,8.2993495
2009,12,28,12,4,2097.5,8.8892127
2009,12,29,0,4,2098,9.3330618
2009,12,29,12,4,2098.5,9.6322323
2009,12,30,0,4,2099,9.7918359
2009,12,30,12,4,2099.5,9.8201222
2009,12,31,0,4,2100,9.7279606
2009,12,31,12,4,2100.5,9.5284064
2010,1,1,0,1,2101,9.2362974
2010,1,1,12,1,2101.5,8.8678308
2010,1,2,0,1,2102,8.4400827
2010,1,2,12,1,2102.5,7.9704694
2010,1,3,0,1,2103,7.4761742
2010,1,3,12,1,2103.5,6.9735948
2010,1,4,0,1,2104,6.4778749
2010,1,4,12,1,2104.5,6.0025791
2010,1,5,0,1,2105,5.5595531
2010,1,5,12,1,2105.5,5.1589791
2010,1,6,0,1,2106,4.8096054
2010,1,6,12,1,2106.5,4.5190971
2010,1,7,0,1,2107,4.2944295
2010,1,7,12,1,2107.5,4.1422316
2010,1,8,0,1,2108,4.0689871
2010,1,8,12,1,2108.5,4.0810108
2010,1,9,0,1,2109,4.1841532
2010,1,9,12,1,2109.5,4.3832252
2010,1,10,0,1,2110,4.6811901
2010,1,10,12,1,2110.5,5.0782181
2010,1,11,0,1,2111,5.5707406
2010,1,11,12,1,2111.5,6.1506592
2010,1,12,0,1,2112,6.8048612
2010,1,12,12,1,2112.5,7.5151647
2010,1,13,0,1,2113,8.2587652
2010,1,13,12,1,2113.5,9.0091986
2010,1,14,0,1,2114,9.7377709
2010,1,14,12,1,2114.5,10.415345
2010,1,15,0,1,2115,11.014334
2010,1,15,12,1,2115.5,11.510715
2010,1,16,0,1,2116,11.88587
2010,1,16,12,1,2116.5,12.128067
2010,1,17,0,1,2117,12.233423
2010,1,17,12,1,2117.5,12.206235
2010,1,18,0,1,2118,12.058642
2010,1,18,12,1,2118.5,11.809609
2010,1,19,0,1,2119,11.483348
2010,1,19,12,1,2119.5,11.107291
2010,1,20,0,1,2120,10.709833
2010,1,20,12,1,2120.5,10.318042
2010,1,21,0,1,2121,9.9555665
2010,1,21,12,1,2121.5,9.6409359
2010,1,22,0,1,2122,9.3864077
2010,1,22,12,1,2122.5,9.1974704
2010,1,23,0,1,2123,9.0730279
2010,1,23,12,1,2123.5,9.0062307
2010,1,24,0,1,2124,8.9858502
2010,1,24,12,1,2124.5,8.998031
2010,1,25,0,1,2125,9.0282188
2010,1,25,12,1,2125.5,9.0630396
2010,1,26,0,1,2126,9.0919119
2010,1,26,12,1,2126.5,9.10821
2010,1,27,0,1,2127,9.10985
2010,1,27,12,1,2127.5,9.0992467
2010,1,28,0,1,2128,9.0826664
2010,1,28,12,1,2128.5,9.0690753
2010,1,29,0,1,2129,9.0686436
2010,1,29,12,1,2129.5,9.0911022
2010,1,30,0,1,2130,9.1441644
2010,1,30,12,1,2130.5,9.2322097
2010,1,31,0,1,2131,9.3553938
2010,1,31,12,1,2131.5,9.5092913
2010,2,1,0,1,2132,9.6851106
2010,2,1,12,1,2132.5,9.8704478
2010,2,2,0,1,2133,10.05048
2010,2,2,12,1,2133.5,10.209448
2010,2,3,0,1,2134,10.332232
2010,2,3,12,1,2134.5,10.405849
2010,2,4,0,1,2135,10.420679
2010,2,4,12,1,2135.5,10.371292
2010,2,5,0,1,2136,10.256818
2010,2,5,12,1,2136.5,10.08082
2010,2,6,0,1,2137,9.8507323
2010,2,6,12,1,2137.5,9.576972
2010,2,7,0,1,2138,9.2718297
2010,2,7,12,1,2138.5,8.9483112
2010,2,8,0,1,2139,8.6190545
2010,2,8,12,1,2139.5,8.2954409
2010,2,9,0,1,2140,7.9869734
2010,2,9,12,1,2140.5,7.7009507
2010,2,10,0,1,2141,7.4424249
2010,2,10,12,1,2141.5,7.2143979
2010,2,11,0,1,2142,7.0181893
2010,2,11,12,1,2142.5,6.8539056
2010,2,12,0,1,2143,6.7209397
2010,2,12,12,1,2143.5,6.6184431
2010,2,13,0,1,2144,6.5457225
2010,2,13,12,1,2144.5,6.5025268
2010,2,14,0,1,2145,6.4892017
2010,2,14,12,1,2145.5,6.5066974
2010,2,15,0,1,2146,6.5564283
2010,2,15,12,1,2146.5,6.6399904
2010,2,16,0,1,2147,6.7587577
2010,2,16,12,1,2147.5,6.9133985
2010,2,17,0,1,2148,7.1033663
2010,2,17,12,1,2148.5,7.3264445
2010,2,18,0,1,2149,7.5784272
2010,2,18,12,1,2149.5,7.853019
2010,2,19,0,1,2150,8.1420117
2010,2,19,12,1,2150.5,8.4357595
2010,2,20,0,1,2151,8.7239266
2010,2,20,12,1,2151.5,8.9964263
2010,2,21,0,1,2152,9.2444293
2010,2,21,12,1,2152.5,9.461286
2010,2,22,0,1,2153,9.643204
2010,2,22,12,1,2153.5,9.7895393
2010,2,23,0,1,2154,9.9026063
2010,2,23,12,1,2154.5,9.9869818
2010,2,24,0,1,2155,10.048359
2010,2,24,12,1,2155.5,10.092091
2010,2,25,0,1,2156,10.121642
2010,2,25,12,1,2156.5,10.137197
2010,2,26,0,1,2157,10.134692
2010,2,26,12,1,2157.5,10.105504
2010,2,27,0,1,2158,10.036926
2010,2,27,12,1,2158.5,9.913492
2010,2,28,0,1,2159,9.7190488
2010,2,28,12,1,2159.5,9.4393776
2010,3,1,0,1,2160,9.0650564
2010,3,1,12,1,2160.5,8.594194
2010,3,2,0,1,2161,8.034646
2010,3,2,12,1,2161.5,7.4053569
2010,3,3,0,1,2162,6.7365473
2010,3,3,12,1,2162.5,6.0685882
2010,3,4,0,1,2163,5.4495485
2010,3,4,12,1,2163.5,4.9315613
2010,3,5,0,1,2164,4.5663024
2010,3,5,12,1,2164.5,4.3999978
2010,3,6,0,1,2165,4.468455
2010,3,6,12,1,2165.5,4.7926405
2010,3,7,0,1,2166,5.3752981
2010,3,7,12,1,2166.5,6.1990204
2010,3,8,0,1,2167,7.2260572
2010,3,8,12,1,2167.5,8.3999886
2010,3,9,0,1,2168,9.6492081
2010,3,9,12,1,2168.5,10.891986
2010,3,10,0,1,2169,12.042714
2010,3,10,12,1,2169.5,13.018812
2010,3,11,0,1,2170,13.747677
2010,3,11,12,1,2170.5,14.173031
2010,3,12,0,1,2171,14.260079
2010,3,12,12,1,2171.5,13.99893
2010,3,13,0,1,2172,13.405951
2010,3,13,12,1,2172.5,12.522862
2010,3,14,0,1,2173,11.413622
2010,3,14,12,1,2173.5,10.159365
2010,3,15,0,1,2174,8.8518397
2010,3,15,12,1,2174.5,7.5859515
2010,3,16,0,1,2175,6.4520891
2010,3,16,12,1,2175.5,5.5289476
2010,3,17,0,1,2176,4.877493
2010,3,17,12,1,2176.5,4.5366037
2010,3,18,0,1,2177,4.5207505
2010,3,18,12,1,2177.5,4.8198753
2010,3,19,0,1,2178,5.4014128
2010,3,19,12,1,2178.5,6.2141936
2010,3,20,0,1,2179,7.1937918
2010,3,20,12,1,2179.5,8.2687493
2010,3,21,0,1,2180,9.3670403
2010,3,21,12,1,2180.5,10.422133
2010,3,22,0,1,2181,11.378073
2010,3,22,12,1,2181.5,12.193128
2010,3,23,0,1,2182,12.841716
2010,3,23,12,1,2182.5,13.314519
2010,3,24,0,1,2183,13.616902
2010,3,24,12,1,2183.5,13.765932
2010,3,25,0,1,2184,13.786441
2010,3,25,12,1,2184.5,13.706648
2010,3,26,0,1,2185,13.553921
2010,3,26,12,1,2185.5,13.351165
2010,3,27,0,1,2186,13.114273
2010,3,27,12,1,2186.5,12.850894
2010,3,28,0,1,2187,12.560625
2010,3,28,12,1,2187.5,12.236519
2010,3,29,0,1,2188,11.867679
2010,3,29,12,1,2188.5,11.442532
2010,3,30,0,1,2189,10.952315
2010,3,30,12,1,2189.5,10.394294
2010,3,31,0,1,2190,9.7742577
2010,3,31,12,1,2190.5,9.1079456
2010,4,1,0,2,2191,8.4211912
2010,4,1,12,2,2191.5,7.74874
2010,4,2,0,2,2192,7.1318485
2010,4,2,12,2,2192.5,6.614922
2010,4,3,0,2,2193,6.2415537
2010,4,3,12,2,2193.5,6.0503908
2010,4,4,0,2,2194,6.0712691
2010,4,4,12,2,2194.5,6.3220194
2010,4,5,0,2,2195,6.8062785
2010,4,5,12,2,2195.5,7.5125249
2010,4,6,0,2,2196,8.4144386
2010,4,6,12,2,2196.5,9.4725477
2010,4,7,0,2,2197,10.637003
2010,4,7,12,2,2197.5,11.851215
2010,4,8,0,2,2198,13.056004
2010,4,8,12,2,2198.5,14.193889
2010,4,9,0,2,2199,15.213115
2010,4,9,12,2,2199.5,16.071076
2010,4,10,0,2,2200,16.736859
2010,4,10,12,2,2200.5,17.192718
2010,4,11,0,2,2201,17.434421
2010,4,11,12,2,2201.5,17.470507
2010,4,12,0,2,2202,17.320609
2010,4,12,12,2,2202.5,17.013067
2010,4,13,0,2,2203,16.582108
2010,4,13,12,2,2203.5,16.064888
2010,4,14,0,2,2204,15.498686
2010,4,14,12,2,2204.5,14.918473
2010,4,15,0,2,2205,14.355034
2010,4,15,12,2,2205.5,13.833725
2010,4,16,0,2,2206,13.373883
2010,4,16,12,2,2206.5,12.988817
2010,4,17,0,2,2207,12.68626
2010,4,17,12,2,2207.5,12.469144
2010,4,18,0,2,2208,12.336523
2010,4,18,12,2,2208.5,12.284519
2010,4,19,0,2,2209,12.307167
2010,4,19,12,2,2209.5,12.397104
2010,4,20,0,2,2210,12.546081
2010,4,20,12,2,2210.5,12.745303
2010,4,21,0,2,2211,12.98566
2010,4,21,12,2,2211.5,13.257887
2010,4,22,0,2,2212,13.552713
2010,4,22,12,2,2212.5,13.861041
2010,4,23,0,2,2213,14.174179
2010,4,23,12,2,2213.5,14.484128
2010,4,24,0,2,2214,14.783906
2010,4,24,12,2,2214.5,15.067884
2010,4,25,0,2,2215,15.332082
2010,4,25,12,2,2215.5,15.57438
2010,4,26,0,2,2216,15.794587
2010,4,26,12,2,2216.5,15.994327
2010,4,27,0,2,2217,16.176736
2010,4,27,12,2,2217.5,16.345948
